Education,Income,Recency,Wine,Fruits,Meat,Fish,Sweets,Gold,DealsPurchases,Web,Catalog,Store,WebVisits,Promo3,Promo4,Promo5,Promo1,Promo2,Complain,Z_CostContact,Z_Revenue,Promo6,Age,Age_Range,Customer_For,WebConversionRate,Total_Spent,Total_Purchases,Adults,Dependents,Household_size,Is_Parent,Offers_Accepted,cluster
Postgraduate,43482.0,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,48,Middle Age,413.0,0.3333333333333333,88,6,2,3,5,1,0,3
Postgraduate,62551.0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,61,Pre-retirement,408.0,2.0,421,17,1,0,1,0,1,0
Postgraduate,52332.0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,55,Pre-retirement,490.0,0.75,259,11,1,0,1,0,1,0
Postgraduate,66951.0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,26,Early Adulthood,424.0,3.0,1117,14,1,0,1,0,0,0
Postgraduate,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,57,Pre-retirement,309.0,0.4,89,6,2,2,4,1,0,2
Postgraduate,33456.0,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,Middle Age,254.0,0.14285714285714285,36,4,2,2,4,1,0,3
Postgraduate,28718.0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,32,Early Adulthood,536.0,0.25,57,5,2,1,3,1,0,2
Postgraduate,50447.0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,44,Midlife,254.0,0.5,148,7,2,2,4,1,0,3
PhD,53537.0,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,55,Pre-retirement,335.0,0.4,93,6,2,2,4,1,0,0
Postgraduate,52074.0,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,47,Middle Age,271.0,0.5,119,6,1,1,2,1,1,3
PhD,80427.0,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,39,Midlife,840.0,2.2,1835,27,2,1,3,1,0,1
PhD,83837.0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,66,Retirement Age,745.0,2.25,1318,24,2,0,2,0,3,1
PhD,38853.0,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,Midlife,222.0,0.2857142857142857,45,5,2,2,4,1,0,3
Postgraduate,38285.0,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,55,Pre-retirement,190.0,0.0,10,3,2,3,5,1,0,3
2n Cycle,78497.0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,63,Pre-retirement,395.0,2.5,978,24,2,0,2,0,1,1
PhD,51650.0,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,38,Midlife,234.0,0.8,191,9,2,1,3,1,0,3
2n Cycle,16248.0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,26,Early Adulthood,235.0,0.3333333333333333,57,6,2,1,3,1,0,2
Postgraduate,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,68,Retirement Age,459.0,3.0,1033,23,2,0,2,0,0,0
Postgraduate,30477.0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,30,Early Adulthood,343.0,0.16666666666666666,66,5,2,1,3,1,0,2
Basic,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,Middle Age,199.0,0.3333333333333333,43,5,2,0,2,0,0,2
Postgraduate,25271.0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,31,Early Adulthood,756.0,0.1111111111111111,50,4,2,1,3,1,0,2
PhD,32303.0,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,44,Midlife,298.0,0.2,39,5,1,1,2,1,0,2
Postgraduate,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,48,Middle Age,516.0,1.4,608,16,2,1,3,1,0,0
Postgraduate,74068.0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,38,Midlife,652.0,2.0,1581,23,2,0,2,0,0,1
PhD,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,Middle Age,676.0,0.2857142857142857,68,5,2,2,4,1,0,3
Basic,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,36,Midlife,843.0,0.16666666666666666,80,4,2,1,3,1,1,2
PhD,66973.0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,25,Early Adulthood,593.0,2.6666666666666665,1282,27,2,0,2,0,0,0
Postgraduate,38872.0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,26,Early Adulthood,580.0,0.375,91,6,2,1,3,1,0,3
Postgraduate,51148.0,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,41,Midlife,681.0,0.8333333333333334,315,12,2,2,4,1,0,3
Postgraduate,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,37,Midlife,367.0,0.125,31,4,2,2,4,1,0,2
Postgraduate,69661.0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,34,Early Adulthood,232.0,2.3333333333333335,834,22,2,0,2,0,0,0
Postgraduate,80067.0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,60,Pre-retirement,468.0,2.0,1600,16,2,0,2,0,1,1
Postgraduate,86718.0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,60,Pre-retirement,713.0,2.5,1270,16,2,0,2,0,0,1
PhD,46854.0,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,41,Midlife,275.0,0.625,263,9,1,2,3,1,2,3
Postgraduate,69142.0,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,62,Pre-retirement,185.0,1.6,535,16,1,1,2,1,1,0
Postgraduate,75922.0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,46,Middle Age,387.0,4.0,1295,17,1,0,1,0,0,1
Postgraduate,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,36,Midlife,443.0,1.8333333333333333,1150,26,1,1,2,1,0,0
PhD,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,37,Midlife,789.0,1.75,1240,26,2,0,2,0,4,1
PhD,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,Middle Age,532.0,0.14285714285714285,38,4,1,2,3,1,0,3
Postgraduate,18890.0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,30,Early Adulthood,781.0,0.0,35,3,1,0,1,0,2,2
Postgraduate,29604.0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,26,Early Adulthood,388.0,0.1111111111111111,53,4,2,1,3,1,1,2
Postgraduate,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,51,Middle Age,597.0,0.6666666666666666,293,11,1,2,3,1,0,3
Postgraduate,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,Middle Age,206.0,0.3333333333333333,65,5,2,1,3,1,0,3
Postgraduate,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,60,Pre-retirement,842.0,1.375,1804,24,1,1,2,1,2,0
Postgraduate,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,58,Pre-retirement,640.0,0.75,241,10,2,1,3,1,0,3
Postgraduate,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,60,Pre-retirement,288.0,4.0,1101,19,2,0,2,0,0,1
PhD,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,46,Middle Age,817.0,0.625,264,11,2,2,4,1,0,3
Postgraduate,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,40,Midlife,709.0,1.0,541,16,2,2,4,1,0,3
Postgraduate,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,29,Early Adulthood,606.0,3.0,1198,16,2,0,2,0,0,1
Postgraduate,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,37,Midlife,274.0,1.0,482,14,2,1,3,1,0,3
2n Cycle,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,36,Midlife,233.0,0.125,17,3,1,3,4,1,0,3
Postgraduate,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,66,Retirement Age,411.0,2.6666666666666665,1615,24,2,0,2,0,2,1
Postgraduate,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,60,Pre-retirement,487.0,0.5714285714285714,285,10,1,1,2,1,0,3
Postgraduate,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,34,Early Adulthood,777.0,1.8333333333333333,1135,26,2,1,3,1,0,0
2n Cycle,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,26,Early Adulthood,264.0,0.3333333333333333,114,6,2,1,3,1,0,3
Postgraduate,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,45,Middle Age,412.0,3.0,1047,15,2,0,2,0,0,1
PhD,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,44,Midlife,261.0,2.0,714,20,2,2,4,1,0,1
PhD,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,34,Early Adulthood,725.0,0.5,185,9,2,1,3,1,0,2
Postgraduate,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,52,Middle Age,844.0,1.5,1245,27,1,1,2,1,0,0
Postgraduate,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,36,Midlife,645.0,0.375,189,8,2,1,3,1,0,3
Postgraduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,38,Midlife,797.0,1.0,576,14,2,1,3,1,0,0
Postgraduate,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,62,Pre-retirement,752.0,0.25,1103,15,1,1,2,1,0,0
PhD,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,42,Midlife,875.0,1.5,1753,16,2,0,2,0,0,1
PhD,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,28,Early Adulthood,318.0,0.125,17,3,2,1,3,1,0,3
Postgraduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,48,Middle Age,651.0,0.7142857142857143,433,14,1,2,3,1,1,3
2n Cycle,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,52,Middle Age,725.0,0.8571428571428571,1588,13,1,1,2,1,1,1
Postgraduate,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,Midlife,595.0,0.125,22,3,2,1,3,1,0,3
Postgraduate,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,63,Pre-retirement,259.0,0.3333333333333333,19,4,1,0,1,0,0,2
PhD,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,49,Middle Age,648.0,1.4,1117,26,2,1,3,1,0,0
2n Cycle,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,39,Midlife,387.0,0.3333333333333333,69,6,2,1,3,1,0,2
Postgraduate,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,32,Early Adulthood,392.0,0.14285714285714285,23,4,2,1,3,1,0,2
PhD,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,56,Pre-retirement,453.0,1.6666666666666667,605,18,1,1,2,1,0,1
Postgraduate,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,41,Midlife,370.0,0.42857142857142855,57,7,1,1,2,1,0,2
Postgraduate,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,46,Middle Age,429.0,2.0,2088,21,1,0,1,0,1,1
Postgraduate,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,56,Pre-retirement,738.0,2.0,1009,14,2,1,3,1,0,0
Postgraduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,43,Midlife,518.0,0.2222222222222222,26,4,1,1,2,1,0,2
Postgraduate,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,24,Young Adults,398.0,1.5,1627,21,2,0,2,0,2,1
Postgraduate,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,56,Pre-retirement,866.0,1.5714285714285714,1102,24,2,1,3,1,0,0
PhD,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,50,Middle Age,209.0,0.16666666666666666,17,4,2,2,4,1,0,2
Postgraduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,42,Midlife,590.0,0.8333333333333334,1690,14,2,1,3,1,4,1
Postgraduate,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,61,Pre-retirement,721.0,1.8,1390,19,2,1,3,1,0,1
PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,26,Early Adulthood,852.0,1.3333333333333333,2126,19,2,0,2,0,0,0
Postgraduate,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,45,Middle Age,793.0,1.5,1531,21,2,1,3,1,0,0
Postgraduate,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,Midlife,471.0,0.25,64,5,1,1,2,1,0,2
Postgraduate,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,29,Early Adulthood,430.0,0.16666666666666666,26,4,1,1,2,1,0,2
Postgraduate,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,40,Midlife,635.0,3.0,1112,28,1,0,1,0,5,1
2n Cycle,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,56,Pre-retirement,830.0,0.5,210,9,2,0,2,0,0,2
Postgraduate,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,47,Middle Age,854.0,0.5,1148,21,2,2,4,1,0,1
PhD,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,40,Midlife,809.0,0.16666666666666666,33,4,1,1,2,1,0,2
PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,53,Middle Age,806.0,1.3333333333333333,1101,16,2,1,3,1,1,0
Postgraduate,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,50,Middle Age,800.0,1.0,322,12,1,1,2,1,0,3
Postgraduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,50,Middle Age,575.0,0.4,44,6,1,2,3,1,0,2
PhD,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,57,Pre-retirement,388.0,0.125,17,3,1,3,4,1,0,3
Postgraduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,35,Midlife,812.0,0.14285714285714285,31,4,1,1,2,1,2,2
PhD,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,46,Middle Age,588.0,2.0,845,22,1,2,3,1,0,0
Postgraduate,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,44,Midlife,197.0,0.8,275,11,2,1,3,1,0,3
PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,36,Midlife,768.0,0.1111111111111111,25,3,2,1,3,1,0,3
Postgraduate,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,62,Pre-retirement,696.0,0.625,275,11,2,2,4,1,1,3
Postgraduate,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,48,Middle Age,657.0,0.42857142857142855,90,7,2,2,4,1,0,3
Postgraduate,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,51,Middle Age,188.0,3.0,1495,18,2,0,2,0,1,1
PhD,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,44,Midlife,807.0,0.42857142857142855,184,7,2,2,4,1,2,3
Postgraduate,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,44,Midlife,560.0,3.0,981,12,2,0,2,0,0,1
Postgraduate,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,44,Midlife,453.0,0.3333333333333333,67,6,2,1,3,1,0,2
Postgraduate,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,61,Pre-retirement,830.0,0.42857142857142855,1635,12,1,0,1,0,1,1
Postgraduate,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,31,Early Adulthood,286.0,0.6,60,7,1,1,2,1,0,2
PhD,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,39,Midlife,330.0,0.8,231,10,2,1,3,1,0,0
Postgraduate,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,54,Middle Age,269.0,0.3333333333333333,48,6,2,2,4,1,0,2
Postgraduate,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,51,Middle Age,693.0,0.2857142857142857,99,6,1,2,3,1,0,3
PhD,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,51,Middle Age,471.0,1.5,770,21,2,1,3,1,0,0
Postgraduate,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,58,Pre-retirement,713.0,1.4,957,21,1,0,1,0,1,0
Postgraduate,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,33,Early Adulthood,245.0,3.0,818,11,2,0,2,0,0,1
PhD,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,28,Early Adulthood,638.0,3.0,925,16,1,0,1,0,2,1
Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,46,Middle Age,619.0,1.5,908,21,1,1,2,1,0,0
Basic,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,33,Early Adulthood,688.0,0.42857142857142855,102,7,2,1,3,1,0,2
Postgraduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,38,Midlife,797.0,1.0,576,14,2,1,3,1,0,0
Postgraduate,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,68,Retirement Age,852.0,0.5714285714285714,317,11,2,0,2,0,0,3
PhD,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,40,Midlife,305.0,2.5,461,14,2,1,3,1,0,0
Postgraduate,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,39,Midlife,258.0,0.4,37,5,2,2,4,1,0,3
Postgraduate,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,40,Midlife,537.0,0.42857142857142855,70,6,2,1,3,1,0,2
Postgraduate,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,62,Pre-retirement,701.0,2.0,930,22,2,0,2,0,0,1
Postgraduate,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,58,Pre-retirement,722.0,1.2,859,20,2,2,4,1,0,0
Postgraduate,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,48,Middle Age,233.0,1.6666666666666667,1478,21,1,0,1,0,0,1
Postgraduate,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,65,Retirement Age,566.0,0.875,390,13,1,0,1,0,0,3
2n Cycle,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,30,Early Adulthood,545.0,0.14285714285714285,52,4,2,0,2,0,1,2
Postgraduate,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,45,Middle Age,369.0,0.42857142857142855,137,7,2,1,3,1,0,3
Postgraduate,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,34,Early Adulthood,791.0,0.5,1919,18,2,0,2,0,1,1
Postgraduate,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,Midlife,350.0,0.3333333333333333,68,6,2,2,4,1,0,2
Postgraduate,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,49,Middle Age,659.0,0.0,25,3,2,2,4,1,0,2
Postgraduate,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,62,Pre-retirement,860.0,0.375,1374,20,2,1,3,1,2,0
2n Cycle,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,26,Early Adulthood,664.0,0.14285714285714285,32,4,1,1,2,1,0,3
Postgraduate,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,28,Early Adulthood,717.0,0.375,100,6,2,1,3,1,0,3
Postgraduate,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,32,Early Adulthood,718.0,2.0,825,11,1,0,1,0,0,0
PhD,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,49,Middle Age,289.0,1.6,916,23,1,1,2,1,1,0
Postgraduate,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,56,Pre-retirement,259.0,0.6,62,7,1,2,3,1,0,3
2n Cycle,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,58,Pre-retirement,445.0,1.5,728,20,2,1,3,1,0,0
PhD,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,36,Midlife,305.0,0.5,90,6,2,1,3,1,0,3
Postgraduate,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,26,Early Adulthood,262.0,0.625,273,10,1,1,2,1,0,3
Postgraduate,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,30,Early Adulthood,369.0,0.42857142857142855,66,7,2,1,3,1,0,2
Postgraduate,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,53,Middle Age,643.0,3.0,1213,22,2,0,2,0,1,1
Postgraduate,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,48,Middle Age,834.0,0.3333333333333333,107,6,1,0,1,0,1,2
Postgraduate,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,67,Retirement Age,301.0,2.0,1157,17,1,0,1,0,1,1
Postgraduate,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,50,Middle Age,477.0,1.1428571428571428,546,17,2,1,3,1,1,0
Postgraduate,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,22,Young Adults,613.0,1.0,241,10,2,0,2,0,0,3
Postgraduate,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,38,Midlife,347.0,0.5,53,7,1,1,2,1,0,2
Postgraduate,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,Middle Age,429.0,0.2857142857142857,37,5,2,3,5,1,0,2
Postgraduate,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,38,Midlife,693.0,2.0,1508,22,1,0,1,0,0,1
Postgraduate,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,48,Middle Age,379.0,0.75,235,10,2,2,4,1,0,0
Postgraduate,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,58,Pre-retirement,295.0,0.4,32,5,2,2,4,1,0,2
Postgraduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,42,Midlife,520.0,0.42857142857142855,102,6,2,2,4,1,0,3
Postgraduate,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,29,Early Adulthood,869.0,1.3333333333333333,401,13,1,1,2,1,0,0
Postgraduate,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,63,Pre-retirement,533.0,0.2,28,4,2,2,4,1,0,2
Postgraduate,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,43,Midlife,713.0,1.5,680,18,2,1,3,1,0,0
Postgraduate,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,40,Midlife,548.0,0.14285714285714285,30,3,2,1,3,1,0,3
PhD,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,Middle Age,325.0,0.14285714285714285,20,3,1,2,3,1,0,3
PhD,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,53,Middle Age,692.0,1.4285714285714286,1307,18,1,1,2,1,0,0
Postgraduate,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,61,Pre-retirement,719.0,1.0,630,18,1,1,2,1,0,3
